ID,Video Name,Release Date,Webpage URL,Video URL,Resolution,Video Length,FPS,Number of Frames,Date of Acquisition,File Size,Subtitles,Sentences,Tokens,Characters
1,heute journal-heute journal vom 18. Juni 2022 (Gebärdensprache)-0774370780,2022-06-18,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-18-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220618_2245_sendung_hjo_dgs/1/220618_2245_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"847,08",25,21177,08/01/2022,52.77,259,147,1927,12849
2,heute journal-heute journal vom 19. Juni 2022 (Gebärdensprache)-1380200344,2022-06-19,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-19-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220619_2145_sendung_hjo_dgs/1/220619_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,1703,25,42575,08/01/2022,116.65,500,290,3616,24612
3,heute journal-heute journal vom 20. Juni 2022 (Gebärdensprache)-0940206506,2022-06-20,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-20-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220620_2210_sendung_hjo_dgs/1/220620_2210_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1760,04",25,44001,08/01/2022,105.08,585,340,4007,27507
4,heute journal-heute journal vom 21. Juni 2022 (Gebärdensprache)-1797647318,2022-06-21,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-21-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220621_2145_sendung_hjo_dgs/1/220621_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1859,64",25,46491,08/01/2022,109.86,571,306,3851,27075
5,heute journal-heute journal vom 22. Juni 2022 (Gebärdensprache)-0628650648,2022-06-22,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-22-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220622_2145_sendung_hjo_dgs/1/220622_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1692,16",25,42304,08/01/2022,104.35,478,288,3367,23204
6,heute journal-heute journal vom 23. Juni 2022 (Gebärdensprache)-0978767914,2022-06-23,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-23-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220623_2145_sendung_hjo_dgs/5/220623_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1801,4",25,45035,08/01/2022,106.16,588,326,4088,27556
7,heute journal-heute journal vom 24. Juni 2022 (Gebärdensprache)-0056133220,2022-06-24,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-24-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220624_2200_sendung_hjo_dgs/1/220624_2200_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1839,36",25,45984,08/01/2022,108.99,561,325,3942,27354
8,heute journal-heute journal vom 25. Juni 2022 (Gebärdensprache)-0209395564,2022-06-25,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-25-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220625_2315_sendung_hjo_dgs/1/220625_2315_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"899,32",25,22483,08/01/2022,51.92,274,143,1847,12723
9,heute journal-heute journal vom 26. Juni 2022 (Gebärdensprache)-0247631264,2022-06-26,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-26-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220626_2145_sendung_hjo_dgs/1/220626_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1800,8",25,45020,08/01/2022,103.75,477,266,3444,23000
10,heute journal-heute journal vom 27. Juni 2022 (Gebärdensprache)-0921365406,2022-06-27,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-27-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220627_2145_sendung_hjo_dgs/1/220627_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1676,12",25,41903,08/01/2022,108.85,508,246,3420,23618
11,heute journal-heute journal vom 28. Juni 2022 (Gebärdensprache)-2090362076,2022-06-28,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-28-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220628_2145_sendung_hjo_dgs/1/220628_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1767,2",25,44180,08/01/2022,106.16,542,294,3774,25516
12,heute journal-heute journal vom 29. Juni 2022 (Gebärdensprache)-1035608550,2022-06-29,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-29-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220629_2145_sendung_hjo_dgs/1/220629_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1801,2",25,45030,08/01/2022,107.06,607,334,4022,28007
13,heute journal-heute journal vom 30. Juni 2022 (Gebärdensprache)-1087485586,2022-06-30,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-30-juni-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/06/220630_2145_sendung_hjo_dgs/1/220630_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1833,4",25,45835,08/01/2022,112.07,516,292,3495,24217
14,heute journal-heute journal vom 1. Juli 2022 (Gebärdensprache)-1603685883,2022-07-01,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-1-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220701_2200_sendung_hjo_dgs/1/220701_2200_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1856,6",25,46415,08/01/2022,115.59,583,327,4124,28489
15,heute journal-heute journal vom 2. Juli 2022 (Gebärdensprache)-1450423539,2022-07-02,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-2-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220702_2315_sendung_hjo_dgs/1/220702_2315_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"869,2",25,21730,08/01/2022,54.19,247,155,1730,11824
16,heute journal-heute journal vom 3. Juli 2022 (Gebärdensprache)-1907450367,2022-07-03,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-3-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220703_2145_sendung_hjo_dgs/1/220703_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1586,36",25,39659,08/01/2022,110.58,464,240,3297,22590
17,heute journal-heute journal vom 4. Juli 2022 (Gebärdensprache)-0738453697,2022-07-04,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-4-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220704_2145_sendung_hjo_dgs/1/220704_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1727,48",25,43187,08/01/2022,99,494,310,3512,23973
18,heute journal-heute journal vom 5. Juli 2022 (Gebärdensprache)-0430542973,2022-07-05,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-5-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220705_2145_sendung_hjo_dgs/1/220705_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1703,28",25,42582,08/01/2022,113.46,474,248,3244,22375
19,heute journal-heute journal vom 6. Juli 2022 (Gebärdensprache)-1599539643,2022-07-06,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-6-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220706_2145_sendung_hjo_dgs/1/220706_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1738,96",25,43474,08/01/2022,101.08,541,293,3655,24973
20,heute journal-heute journal vom 7. Juli 2022 (Gebärdensprache)-0261338313,2022-07-07,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-7-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220707_2155_sendung_hjo_dgs/1/220707_2155_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1707,64",25,42691,08/01/2022,104.84,507,281,3706,24922
21,heute journal-heute journal vom 8. Juli 2022 (Gebärdensprache)-0357434313,2022-07-08,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-8-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220708_2145_sendung_hjo_dgs/1/220708_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"586,2",25,14655,08/01/2022,37.3,178,104,1228,8533
22,heute journal-heute journal vom 9. Juli 2022 (Gebärdensprache)-1374729463,2022-07-09,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-9-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220709_2245_sendung_hjo_dgs/1/220709_2245_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"927,6",25,23190,08/01/2022,56.07,283,180,1940,13578
23,heute journal-heute journal vom 11. Juli 2022 (Gebärdensprache)-1928681991,2022-07-11,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-11-juli-2022-102.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220711_2145_sendung_hjo_dgs/1/220711_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"603,68",25,15092,08/01/2022,38.11,192,114,1319,9054
24,heute journal-heute journal vom 13. Juli 2022 (Gebärdensprache)-0028291965,2022-07-13,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-13-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220713_2145_sendung_hjo_dgs/1/220713_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"603,64",25,15091,08/01/2022,34.45,198,113,1289,9074
25,heute journal-heute journal vom 14. Juli 2022 (Gebärdensprache)-1140704705,2022-07-14,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-14-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220714_2145_sendung_hjo_dgs/1/220714_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1732,76",25,43319,08/01/2022,114.14,524,332,3634,24729
26,heute journal-heute journal vom 15. Juli 2022 (Gebärdensprache)-0656491903,2022-07-15,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-15-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220715_2200_sendung_hjo_dgs/1/220715_2200_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1855,72",25,46393,08/01/2022,108.16,561,327,3867,26823
27,heute journal-heute journal vom 16. Juli 2022 (Gebärdensprache)-0816269251,2022-07-16,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-16-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220716_2145_sendung_hjo_dgs/1/220716_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,603,25,15075,08/01/2022,34.21,176,95,1168,8021
28,heute journal-heute journal vom 17. Juli 2022 (Gebärdensprache)-1974496608,2022-07-17,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-17-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220717_2145_sendung_hjo_dgs/6/220717_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,1692,25,42300,08/01/2022,104.08,473,270,3164,21857
29,heute journal-heute journal vom 18. Juli 2022 (Gebärdensprache)-1521724089,2022-07-18,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-18-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220718_2145_sendung_hjo_dgs/1/220718_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1825,36",25,45634,08/01/2022,114.5,548,320,3818,26606
30,heute journal-heute journal vom 19. Juli 2022 (Gebärdensprache)-1604246537,2022-07-19,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-19-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220719_2145_sendung_hjo_dgs/1/220719_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1777,92",25,44448,08/01/2022,104.08,510,287,3513,23969
31,heute journal-heute journal vom 20. Juli 2022 (Gebärdensprache)-1354338477,2022-07-20,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-20-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220720_2149_sendung_hjo_dgs/1/220720_2149_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"641,48",25,16037,08/01/2022,40.52,193,115,1297,8790
32,heute journal-heute journal vom 21. Juli 2022 (Gebärdensprache)-0076040203,2022-07-21,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-21-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220721_2245_sendung_hjo_dgs/1/220721_2245_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1720,68",25,43017,08/01/2022,89.4,545,296,4006,26527
33,heute journal-heute journal vom 22. Juli 2022 (Gebärdensprache)-1245036873,2022-07-22,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-22-juli-2022-104.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220722_2245_sendung_hjo_dgs/1/220722_2245_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1842,36",25,46059,08/01/2022,102.61,550,308,3875,26490
34,heute journal-heute journal vom 23. Juli 2022 (Gebärdensprache)-1880933753,2022-07-23,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-23-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220723_2245_sendung_hjo_dgs/1/220723_2245_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"545,84",25,13646,08/01/2022,35.09,156,101,1111,7681
35,heute journal-heute journal vom 24. Juli 2022 (Gebärdensprache)-1275104189,2022-07-24,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-24-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220724_2145_sendung_hjo_dgs/1/220724_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1810,16",25,45254,08/01/2022,100.16,518,285,3559,24296
36,heute journal-heute journal vom 25. Juli 2022 (Gebärdensprache)-0106107519,2022-07-25,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-25-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220725_2145_sendung_hjo_dgs/1/220725_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1841,36",25,46034,08/01/2022,102.35,517,286,3588,24555
37,heute journal-heute journal vom 26. Juli 2022 (Gebärdensprache)-1606054647,2022-07-26,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-26-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220726_2315_sendung_hjo_dgs/1/220726_2315_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1824,48",25,45612,08/01/2022,112.44,584,323,4027,27167
38,heute journal-heute journal vom 27. Juli 2022 (Gebärdensprache)-0278122267,2022-07-27,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-27-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220727_2145_sedung_hjo_dgs/1/220727_2145_sedung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"589,24",25,14731,08/01/2022,37.41,191,102,1258,8976
39,heute journal-heute journal vom 28. Juli 2022 (Gebärdensprache)-0894084805,2022-07-28,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-28-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220728_2145_sendung_hjo_dgs/1/220728_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1770,28",25,44257,08/01/2022,109.82,540,313,3752,25274
40,heute journal-heute journal vom 29. Juli 2022 (Gebärdensprache)-1378297607,2022-07-29,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-29-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220729_2200_sendung_hjo_dgs/1/220729_2200_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"611,16",25,15279,08/01/2022,40.16,181,111,1178,8290
41,heute journal-heute journal vom 30. Juli 2022 (Gebärdensprache)-0786201935,2022-07-30,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-30-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220730_2245_sendung_hjo_dgs/1/220730_2245_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"909,08",25,22727,08/01/2022,60.92,249,139,1702,11863
42,heute journal-heute journal vom 31. Juli 2022 (Gebärdensprache)-1392031499,2022-07-31,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-31-juli-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/07/220731_2145_sendung_hjo_dgs/1/220731_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1752,72",25,43818,08/01/2022,113.41,496,285,3501,24168
43,heute journal-heute journal vom 1. August 2022 (Gebärdensprache)-1360044004,2022-08-01,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-1-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220801_2145_sendung_hjo_dgs/1/220801_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1759,44",25,43986,08/01/2022,115.78,535,306,3614,24719
44,heute journal-heute journal vom 2. August 2022 (Gebärdensprache)-1765926622,2022-08-02,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-2-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220802_2145_sendung_hjo_dgs/1/220802_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1694,16",25,42354,08/01/2022,113.32,509,302,3462,24061
45,heute journal-heute journal vom 3. August 2022 (Gebärdensprache)-0596929952,2022-08-03,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-3-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220803_2145_sendung_hjo_dgs/1/220803_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1577,24",25,39431,08/01/2022,88.96,472,269,3276,22257
46,heute journal-heute journal vom 4. August 2022 (Gebärdensprache)-0572066718,2022-08-04,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-4-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220804_2145_sendung_hjo_dgs/1/220804_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,1793,25,44825,08/01/2022,122.18,529,313,3493,24456
47,heute journal-heute journal vom 5. August 2022 (Gebärdensprache)-0087853916,2022-08-05,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-5-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220805_2200_sendung_hjo_dgs/1/220805_2200_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1714,08",25,42852,08/01/2022,96.09,504,293,3599,24618
48,heute journal-heute journal vom 6. August 2022 (Gebärdensprache)-0241116260,2022-08-06,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-6-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220806_2315_sendung_hjo_dgs/1/220806_2315_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"792,16",25,19804,08/01/2022,45.48,218,129,1544,10711
49,heute journal-heute journal vom 7. August 2022 (Gebärdensprache)-0215910568,2022-08-07,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-7-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220807_2145_sendung_hjo_dgs/1/220807_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1689,44",25,42236,08/01/2022,108.99,456,256,3139,21830
50,heute journal-heute journal vom 8. August 2022 (Gebärdensprache)-0953086102,2022-08-08,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-8-august-2022-102.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220808_2145_sendung_hjo_dgs/1/220808_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1709,44",25,42736,08/01/2022,94.8,533,307,3607,24900
51,heute journal-heute journal vom 9. August 2022 (Gebärdensprache)-2122082772,2022-08-09,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-9-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220809_2145_sendung_hjo_dgs/1/220809_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1810,64",25,45266,08/01/2022,128.4,547,346,3629,25104
52,heute journal-heute journal vom 10. August 2022 (Gebärdensprache)-2070205736,2022-08-10,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-10-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220810_2145_sendung_hjo_dgs/1/220810_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1718,72",25,42968,08/01/2022,112.95,526,298,3761,25577
53,heute journal-heute journal vom 11. August 2022 (Gebärdensprache)-1443881692,2022-08-11,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-11-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220811_2210_sendung_hjo_dgs/1/220811_2210_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1725,24",25,43131,08/01/2022,108.15,534,312,3535,24786
54,heute journal-heute journal vom 12. August 2022 (Gebärdensprache)-1680109546,2022-08-12,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-12-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220812_2159_sendung_hjo_dgs/1/220812_2159_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1892,92",25,47323,08/01/2022,98.1,567,336,3933,27486
55,heute journal-heute journal vom 13. August 2022 (Gebärdensprache)-1845395556,2022-08-13,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-13-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220813_2245_sendung_hjo_dgs/1/220813_2245_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"930,36",25,23259,08/01/2022,60.37,277,175,1999,13662
56,heute journal-heute journal vom 14. August 2022 (Gebärdensprache)-1843742176,2022-08-14,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-14-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220814_2145_sendung_hjo_dgs/1/220814_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1636,32",25,40908,08/01/2022,106.96,507,275,3806,25384
57,heute journal-heute journal vom 15. August 2022 (Gebärdensprache)-1562551594,2022-08-15,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-15-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220815_2240_sendung_hjo_dgs/1/220815_2240_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1671,68",25,41792,08/01/2022,86.91,511,286,3570,24882
58,heute journal-heute journal vom 16. August 2022 (Gebärdensprache)-0494251164,2022-08-16,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-16-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220816_2145_sendung_hjo_dgs/1/220816_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1818,52",25,45463,08/01/2022,105.28,551,284,3830,26159
59,heute journal-heute journal vom 17. August 2022 (Gebärdensprache)-0775441746,2022-08-17,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-17-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220817_2240_sendung_hjo_dgs/1/220817_2240_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1762,84",25,44071,08/01/2022,105.85,531,316,3627,25227
60,heute journal-heute journal vom 18. August 2022 (Gebärdensprache)-2100746074,2022-08-18,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-18-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220818_2157_sendung_hjo_dgs/1/220818_2157_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,1749,25,43725,08/01/2022,106.05,493,264,3491,24839
61,heute journal-heute journal vom 19. August 2022 (Gebärdensprache)-1440032137,2022-08-19,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-19-august-2022-100.html,https://rodlzdf-a.akamaihd.net/de/zdf/22/08/220819_2240_sendung_hjo_dgs/1/220819_2240_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1753,52",25,43838,08/01/2022,112.49,504,279,3578,24790
62,heute journal-heute journal vom 20. August 2022 (Gebärdensprache)-0217563948,2022-08-20,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-20-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220820_2245_sendung_hjo_dgs/1/220820_2245_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"905,56",25,22639,08/01/2022,61.74,249,132,1824,12481
63,heute journal-heute journal vom 21. August 2022 (Gebärdensprache)-0823393512,2022-08-21,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-21-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220821_2145_sendung_hjo_dgs/1/220821_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1689,12",25,42228,08/01/2022,95.91,493,261,3458,23553
64,heute journal-heute journal vom 22. August 2022 (Gebärdensprache)-1992390182,2022-08-22,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-22-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220822_2145_sendung_hjo_dgs/1/220822_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1751,16",25,43779,08/01/2022,117.25,556,335,3840,26039
65,heute journal-heute journal vom 23. August 2022 (Gebärdensprache)-1133580444,2022-08-23,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-23-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220823_2145_sendung_hjo_dgs/1/220823_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1701,76",25,42544,08/01/2022,114.47,524,306,3683,25611
66,heute journal-heute journal vom 24. August 2022 (Gebärdensprache)-0035416226,2022-08-24,https://www.zdf.de/nachrichten/heute-journal/heute-journal-vom-24-august-2022-100.html,https://rodlzdf-a.akamaihd.net/none/zdf/22/08/220824_2145_sendung_hjo_dgs/1/220824_2145_sendung_hjo_dgs_2360k_p35v15.mp4,460.0 x 524.0,"1727,24",25,43181,08/01/2022,112.46,542,280,3904,26676
